GeneName  Indicator
TFR2 0
ZCCHC14 1
TGM5 0
ORM2 0
UTS2D 0
ARHGEF26 0
RPL22L1 0
MCF2 0
DIP2B 1
PRKAA2 0
DOK7 0
SLC20A2 0
RASAL3 0
CRIPT 1
RAB11FIP3 0
NOS1 0
PRR16 1
MED18 1
TP53TG3 0
CEP135 0
KIAA1199 1
RICTOR 1
RBM28 0
HNRNPD 1
TTC33 1
CNOT2 0
SYNE1 1
ATL2 0
L3MBTL4 0
RWDD3 0
DAO 0
CXCL14 0
ZWILCH 1
DSG2 0
CTBP2 1
BAAT 0
TMPRSS11BNL 0
HSPA12B 0
DEFB130 0
VWA3B 0
PCYT2 1
EXD1 0
UBASH3B 1
EIF3B 1
DENND2C 1
YAP1 1
GOLGA6D 0
PEX11A 0
TNKS2 1
CDR2L 0
BFSP1 0
TMEM43 1
ZNF662 0
GSTA4 1
POU3F3 0
S100A6 1
RAB8B 0
PPM1E 0
METTL5 1
ISG15 1
MRPL20 1
DSTYK 0
LMNB1 0
UTP6 1
UPK3BL 0
MAB21L2 0
ARHGEF19 1
FGF8 0
C9orf95 0
CXorf57 0
TRIM21 0
SH3BP4 1
B3GALTL 1
STRN 0
CLPS 0
DCAF4L2 0
C17orf57 0
MFSD11 0
C17orf66 0
ISX 0
NPPC 0
VIT 1
GPR176 0
ZNF232 0
S100A9 0
CAB39 1
EEF1E1 1
SLC10A2 0
MTHFSD 1
AFAP1 1
ISY1-RAB43 1
DSE 1
ZNF776 0
PCK2 0
TSPAN5 1
KRT77 0
TMEM200B 1
HUWE1 1
SERAC1 1
TTC37 1
CCL14 0
HCFC1 1
SRP9 1
ZNF20 1
IDI1 1
NCAN 0
GREB1L 0
ZMAT4 0
KBTBD2 1
MPDU1 1
E2F4 1
FAM115C 0
CCDC67 0
MOB4 1
RPL23A 1
HIST2H3A 0
MRPL41 1
MSRB3 0
ZDHHC12 0
F3 1
DEK 0
SCN11A 0
TFEC 0
CSMD1 0
FUBP1 1
EHD3 0
OR1I1 0
UGT8 0
CAP2 1
C15orf26 0
MAF1 0
CDH5 0
RAMP3 0
ITGB1BP3 0
CWH43 0
MBOAT1 0
ZNHIT2 0
PGK2 0
DIO1 0
KRTAP5-11 0
EVC2 0
CUEDC1 0
NBEAL2 0
PRODH2 0
MAGEC2 0
SNX17 1
C2CD2 1
PDCD1LG2 1
CAMTA2 1
ZNF398 0
PLAG1 1
ASPDH 0
MPHOSPH6 1
INCA1 0
C9orf37 0
SIRT1 0
PARVG 0
DUSP23 1
MNS1 0
RIPK4 0
PSG8 1
MSL2 0
AFTPH 1
MBNL2 0
ZNF22 0
CCIN 0
CSRNP2 0
RPRML 0
WFDC13 0
TMEM221 0
PRKAA1 0
HAUS7 0
TREM2 0
ULBP3 0
CTRB1 0
LGSN 0
CD101 1
C12orf42 0
SNX11 1
OR13J1 0
CORO1B 0
SLC4A5 1
EIF3D 1
OR4L1 0
YKT6 1
CPEB1 0
HDHD3 0
CSTF2T 1
CDKN2AIP 0
HSF5 0
HCRTR2 0
NYX 0
TPD52L2 1
EMR3 0
HPS4 0
SHC1 1
GTF2H2D 1
U2SURP 1
HIST1H2BE 1
TBX21 0
SLC1A3 1
KRTDAP 0
S100Z 0
FAM198B 1
LEFTY2 0
PEAR1 1
ZBTB17 0
FEZF1 0
NCK1 1
OR4F21 0
PLK1 1
MAPKAP1 0
WDR59 0
ACE 0
ADPRHL2 1
ZNF736 0
GCET2 0
GPR149 0
RPL17 1
SPIB 0
DPY30 1
OAZ2 1
C1QTNF1 0
MBTD1 0
ZNF384 1
MAP3K15 0
TUBGCP3 1
SGCB 0
MRPL23 1
CUL9 0
OR4M1 0
LRRC8E 1
FXYD1 0
ATP6V0E1 1
CMTM1 0
DRG1 1
MAGED1 1
TSHR 0
ADAM20 0
PPEF1 1
PLIN4 0
CREB3L4 0
SMARCA1 0
HTR1F 0
EIF2B1 1
PCDH7 1
RARRES1 1
HOXC6 0
DYNC1I2 0
ADAMTS5 0
FLG 1
GPNMB 1
HTR1B 0
PLEKHA5 0
SYCP3 1
KNCN 0
FOXD4L1 0
CBL 1
ARHGAP33 1
GDAP1 1
SPON1 0
LSMD1 1
CCL25 0
LGALS9 0
IFI16 1
DZANK1 0
FAM117A 0
COLEC10 1
FBXO6 0
D2HGDH 0
TRPC3 1
SYK 0
POLR2M 0
ZNF708 0
SPANXE 0
FXR2 1
POU1F1 0
ZNF445 0
USP36 0
FUT10 0
CCDC141 0
TMEM14B 1
FAM43A 0
F2 0
H2AFY 1
PRKAG3 0
DBX2 0
GAA 0
PPP1CA 1
STXBP5 0
RPL27A 1
PPP6R2 0
ANKRD52 1
C1orf172 0
HNF1B 0
NKD2 0
SNX21 0
RAB37 0
ITPR1 0
NGFRAP1 1
WDR66 0
TTC40 0
EAF1 1
SNX30 0
NMS 0
ZNF92 0
KCNK13 0
CDH24 0
DAPK3 0
CTAG1A 0
MPP7 0
PLEKHM2 1
MARCH4 0
LAT 1
LYL1 0
MFN2 1
GBP3 1
KCNJ12 0
DDX24 1
PDCD4 1
DENND2D 1
ASTE1 0
APOL1 1
GJB1 0
SPDYE6 0
SCLY 1
RHOBTB1 1
CALHM1 0
DERA 1
IST1 0
UBE2H 1
TMX2 1
PCNA 1
CSN3 0
CCDC6 1
SPRR2F 0
UNC13C 0
BIK 0
SMYD2 0
KL 0
ZNF746 1
AHCY 0
KRTAP21-2 0
MLLT1 0
C12orf74 0
STK17B 1
IGSF23 0
ILF3 1
KIF13B 0
CYGB 0
C2orf50 0
SPATA24 1
SH2D3A 0
CRYGB 0
BET1 1
TMEM8C 0
QDPR 1
ZMAT1 0
ERO1L 1
C11orf94 0
KIAA0284 1
C14orf109 0
EIF2AK4 0
C7orf53 0
RAP2C 1
HNRNPR 1
IFNA14 0
SRPRB 1
SRR 1
TCP10 0
SIX5 0
HMGCS2 0
ZFAT 0
EPM2A 1
NBPF24 1
MED15 1
PLP1 0
ZBED1 0
CTSS 0
NOP56 1
NMT2 1
GAB2 1
RAB35 0
TPM4 1
YIF1A 0
BCORL1 1
C1QTNF9B-AS1 0
ELF3 0
C19orf40 0
NAV3 1
ZNF74 0
PKP1 0
B3GNT7 0
DNAJC13 1
INTS8 0
NET1 1
TAGLN 1
RNASE4 0
OR2V2 0
NAT1 1
TXNL1 1
GPIHBP1 0
OR56A5 0
BECN1 0
VPS4B 1
MAP1LC3C 0
ESM1 0
SOST 0
PPY 0
FAM118A 0
ERVV-1 0
TTC7B 0
RPL7L1 1
ADAT3 0
ACER1 0
TSPYL4 1
TBC1D13 1
FCRL6 1
COMMD1 1
IPO4 0
EBLN1 0
JTB 1
TIFA 1
SH2B3 1
ESR1 0
HDAC6 1
CD2AP 0
SH3GL3 0
C2CD4C 0
DAGLA 0
CCDC155 0
LRRN2 0
C3orf79 0
TGIF2LY 0
DEPDC5 0
KIR2DL3 0
DHCR24 1
CXorf23 0
CDK7 1
KIAA1715 1
LALBA 0
GSTCD 0
S100G 0
PLEKHA3 0
MAP1LC3B2 1
VAC14 0
SLC9A3R2 0
ZNF286B 0
C14orf159 0
KLHL2 1
MAGEA2 0
ECHDC3 0
KCNG3 0
ATAD1 0
SDR42E1 0
SSPO 0
CD320 1
GFRA4 0
FAM214A 0
IQSEC1 1
GNAS 0
BOP1 0
CCDC122 1
TCTA 1
DAD1 1
P4HA2 0
SLC37A2 0
S1PR5 0
DCXR 1
WEE1 0
C20orf96 1
USP26 0
OR4B1 0
IFT81 1
MRPL18 1
DDX53 0
CTU1 1
SHPRH 0
PTPN7 0
TUBB4A 0
ZSCAN21 0
C20orf144 0
ANKRD33 0
UBR1 0
POLM 0
OR52N4 0
SLC25A15 0
BAGE2 0
GPR35 0
LEPREL4 0
CD72 0
PARP10 0
ACSM5 0
BUB3 0
SPRED2 1
SRPK2 1
GAGE13 0
G3BP2 1
CSTF2 0
REM2 0
BTBD16 0
GYPE 1
PPP1R3B 0
RPGRIP1 0
PPIL3 1
FANCG 1
CCDC82 1
RPS6KA3 1
HKR1 0
LYRM7 0
C2orf82 1
SLC4A11 0
C1S 0
NTSR2 0
ISYNA1 1
SPICE1 0
AP2B1 1
AFAP1L2 0
PCDHB4 0
DEFA1 0
IL6R 1
CT47A10 0
TRIM47 0
CNOT8 0
DGKD 0
C11orf53 0
C6orf136 0
PLA2G4F 0
RAPGEF2 0
CAPS 0
SMC5 1
PTCD3 0
SH2D3C 0
ADAM30 0
MFAP3 0
FEM1B 1
FAM26F 0
STK36 0
KCNJ11 0
PRSS35 1
FAM92B 0
ANKRD12 0
HP1BP3 1
PMEL 0
HRCT1 0
PRKRA 1
ERP27 0
KCTD7 0
ERAP2 0
OR5H14 0
CRYAB 1
HBXIP 1
KIF7 0
GPC2 0
GPR137C 0
ANKRD13B 1
RNF208 0
SEMA6D 0
SPANXN3 0
FAM206A 0
SERPINA9 0
CCT2 1
WWC1 1
ZFYVE9 0
SCRIB 1
DNAJC25-GNG10 1
ZNF552 0
GLYATL3 0
LAMC2 1
MYBL2 1
TMEM106A 0
NACC1 1
GPR3 0
C20orf78 0
F13A1 0
TNFRSF8 0
VMO1 0
EXOC5 0
MAU2 1
RIMBP3B 0
CD207 0
CCT4 0
E2F2 0
FAM189B 1
PPPDE2 0
YTHDF1 0
CPNE7 0
STOX2 0
CLEC10A 0
NAT8 0
LYRM1 0
LILRB2 0
ADAMDEC1 0
FAM96A 1
ZNF704 0
ENPP1 0
PSMD10 1
FIBP 1
CYP7A1 0
TOR1A 1
TNNT1 1
TMEM177 0
PAX9 0
RNASE11 0
MTFP1 1
POLI 0
LEPREL1 0
ITGB8 0
MECOM 1
RPS25 1
MRPL1 1
NKX2-2 0
UNC45B 0
BMP8B 0
DPPA5 0
KLHL10 0
IGLL1 0
ADCY3 1
OR7G1 0
CAMKMT 0
MAN1C1 0
FAM194A 1
MAGEE1 0
ZNF764 1
FCRLB 1
CNGA1 0
SMURF2 1
KLHDC7B 0
RTP3 0
VAX2 0
FCER2 0
RFK 1
GUF1 1
ATG2A 0
ART1 0
GRIN2C 0
PXMP4 0
HOMER2 0
ATP5J2 1
IFNA16 0
HOOK1 0
MIA2 0
C6orf201 1
ANKRD30A 0
KIF6 0
LEF1 1
HES7 0
SNCG 0
PHC1 1
HIST1H4L 0
TLE2 0
ARHGAP35 1
FAM218A 0
CLLU1 0
LRRN1 0
KCNH7 0
WBSCR28 0
BTNL9 1
WRAP53 0
GPR45 0
POU5F2 0
IL34 0
KIAA1033 1
HAND2 1
MRPL15 1
PPP3R2 0
CRTAP 1
FASTKD1 1
ANKRD30B 0
TET1 0
PLCB1 0
CES1 1
CCDC129 0
HIST1H3D 0
TJAP1 0
RRAGC 1
HDAC2 1
MFN1 0
E4F1 0
AHCTF1 0
C11orf93 0
ATP6V0D2 0
FAM150B 0
PLCB2 1
SPTBN4 0
SLC45A4 0
CSNK1D 0
METTL21C 0
KRTAP9-1 0
EGFLAM 0
AP2A2 0
INHBB 0
METAP1 0
LOC100507003 0
BRD3 0
VWA5B1 0
B3GALT2 0
C3orf27 0
NARR 0
LTN1 1
RPL9 1
SLC47A2 0
KCTD12 1
CFTR 0
KCTD21 1
COPS4 1
CCL18 0
RPRD1B 1
COL13A1 0
CACNA1H 0
PIK3R4 0
ACER3 1
NFATC4 1
SULT4A1 0
ARHGAP21 1
GLYCTK 0
CDK4 1
ZNF219 0
FNTA 1
NANS 1
TOMM40L 0
SLC43A2 1
LOC100507341 1
SIDT1 0
LY6G5B 1
AADACL4 0
KPNA4 0
PNPLA4 0
GOLGA4 0
TM2D1 1
MTHFD1 1
UGT1A5 0
SKA2 1
MAGEA11 0
PURB 1
MTMR6 0
FAM219A 0
PRR18 0
FLCN 1
DCC 0
ZP2 0
KRTAP4-9 0
PBX1 1
ZNF668 0
BTBD2 0
PROX2 0
ZNF577 1
ZNF101 0
MAPK15 0
KRT1 0
GPR171 0
MYO3B 0
WBSCR27 0
ACLY 1
BIVM 1
PCBD2 0
GCA 0
DOLPP1 0
OR5AR1 0
VRTN 0
GPER 1
RWDD4 1
OGT 0
MS4A3 0
PRRX2 0
TAS2R50 0
TMEM211 0
UBTFL1 0
IYD 0
WFS1 1
TEDDM1 0
PDCL2 0
SGCG 0
INHBA 1
BARD1 1
SARNP 1
E2F7 1
VAMP7 1
LMAN2 1
SARS 1
FAM169B 0
LARP6 1
IFNK 0
MRPL34 1
FAM104A 0
PLA2G4E 0
ELOVL1 1
FBXW11 1
PCSK1N 0
PHOSPHO2-KLHL23 0
CLCN5 1
C8orf40 0
FBXO34 0
PLSCR1 0
MGLL 1
KLF14 1
C14orf178 0
QPCT 1
CDK2 1
CRYGN 0
PHKA2 0
SYT17 0
ACSS2 0
HLA-E 0
CYBASC3 1
NUP88 0
ANAPC5 1
PGK1 1
MYH1 0
STX5 1
PITPNM1 0
FAM175B 0
MAGOHB 0
ACSL1 1
CD300LF 0
RBM5 1
SESN3 0
DCUN1D3 1
PDCL 0
ZMYM2 0
ARCN1 1
CHMP7 0
DHX33 0
CHRNA5 0
ADAMTS12 1
ATMIN 1
RPL34 1
PRAME 0
UBE3C 1
COG5 1
SPR 1
MPZL1 1
UTS2 0
TXNDC15 0
STAP1 0
PLD5 0
UTP18 1
DISP2 0
BMPER 1
OR5M3 0
GPR12 0
ACOT4 1
TARSL2 1
PPP6R1 0
KCNQ3 1
RANBP17 0
NDUFB3 1
UBE2B 1
HSF2BP 0
DHX57 1
MOGAT1 0
KHDC1 0
ABHD14B 1
CNOT6L 0
RPL37A 1
LPA 0
TADA2B 0
ZC3HAV1L 0
BOD1L 1
RBM45 1
OXGR1 0
KLRF2 0
LENG8 1
LIAS 0
C16orf90 0
F7 0
IFI27L1 1
APOL2 1
NOMO1 0
RPH3AL 0
SELT 1
ARSD 0
PPP2R1B 1
SLC12A6 0
MOCS1 0
RBPJL 0
GAGE12B 0
AFMID 0
ACVR2A 1
CYP17A1 0
SLC25A4 0
TMEM234 0
DCAF8L1 0
SEPHS2 1
KRT7 0
INSL3 0
HCN2 0
OR5A1 0
TXLNG 0
SI 0
DFNB59 0
PAQR5 0
SLC44A5 0
C3AR1 0
KRT13 0
NT5DC3 0
APOBEC3G 0
PRR14 0
DDX21 0
OR10W1 0
GOLIM4 0
CACNA2D4 0
TRAPPC8 1
PPP1R16A 0
SENP6 0
SEMA4G 0
MAPRE3 1
C6orf108 0
RDH11 1
SLC4A9 0
CHRM5 0
GNAQ 0
DGCR2 0
EYA2 1
HOXB1 0
TMEM133 1
DLEU7 0
CPSF6 1
PAK7 0
LHFPL2 1
XDH 0
RAB40AL 0
STAU1 0
CDK17 1
SHMT2 0
ZNF654 0
PRODH 0
KLHDC3 0
CC2D2B 1
IDH3A 1
EDDM3B 0
ZSCAN23 0
PNPLA1 0
DIO3 0
CABLES2 0
THEMIS 0
KRTAP10-6 0
PRR23C 0
GRIK1 0
RCAN3 0
CAT 1
GALNTL4 1
SFTPC 0
EFTUD2 1
DNALI1 1
PIAS3 0
MRPL14 1
ALKBH6 1
JMJD5 0
FILIP1L 1
CCDC134 1
SF3B2 0
FADS2 1
ZNF284 0
DCHS1 0
TNF 0
RERE 0
RSL1D1 1
FAM9A 1
KIAA1045 0
COL4A3 0
C5orf30 1
GLT25D1 1
DPH1 1
CSNK2B 1
MYOZ1 0
ATM 1
PTP4A3 0
MAP3K6 0
SRP54 1
LDB2 0
TUBB3 1
PDLIM2 0
ZNF107 0
LOXL3 0
SESN2 0
DAZL 0
CST2 1
IGFLR1 1
NIT1 0
OR4F5 0
TFEB 1
HIST2H2AC 1
AANAT 0
UCN3 0
AGBL4 0
KIAA1549 0
FAR2 1
HOXD13 0
ATP6V1G1 1
LRIT2 0
UNKL 1
CHRDL2 0
RAD51 0
MRPL51 1
AKAP12 1
FBXL18 0
IPO11 0
CNPY1 0
PTN 0
IP6K3 0
CXorf49 0
RILP 0
PLA2G6 0
ABP1 0
PNMA3 0
KLF8 1
DNAAF2 1
PRR20E 0
TBX20 0
C4BPB 0
ATG9B 0
BRWD3 0
RTF1 1
RNF148 0
ISPD 0
LLGL1 0
WDR46 1
DHTKD1 0
ARSG 0
GCLM 1
ZFC3H1 0
GPR68 1
TMIGD1 0
PPP1R32 1
PRKCI 1
FOXF1 1
MMP21 0
CD83 1
ASCL2 0
THAP1 0
MT1H 1
OTOP3 0
IPO9 0
KCNA7 0
KRTAP2-2 0
GALNT13 0
IFNA17 0
SATB2 0
LOC100288255 0
C10orf125 0
C8orf22 0
STK35 0
SYP 0
SLC17A3 0
IMMP2L 1
ADRBK2 0
RAB41 0
CCDC62 0
CYP21A2 0
OR10K1 0
C11orf75 0
DYX1C1 1
OR4M2 0
FIGNL2 0
MTAP 1
IQCF2 0
TMCC1 1
FAM177B 0
TNFRSF25 0
ZNF331 0
NSD1 1
GZMH 0
ZFYVE19 0
MCART1 0
FOSB 0
DMRTC2 0
TBX4 1
DMGDH 0
PASD1 0
HTR7 0
G2E3 0
PATL2 0
DSG4 0
OMG 1
CMKLR1 0
SLITRK5 0
C20orf27 1
SHROOM4 0
ZFHX2 1
CPSF4 0
LY75 0
LRRC16A 1
RNF126 1
SH3RF3 0
RETN 0
SAP30BP 0
SCD 1
XKR8 0
HEXB 1
ZNF865 0
UBE2E3 0
ANAPC13 1
HSD17B6 0
CBWD2 1
RPS7 1
C7orf69 1
MFSD1 1
CCDC85C 0
HTR3C 0
TRPC5 0
NHSL1 1
KCTD4 0
ATPAF1-AS1 0
WIBG 0
OR52B6 0
CYP27A1 0
OR6C65 0
PTGDR2 0
PIK3C2G 0
ANTXR1 1
TEF 0
NXPH4 0
RPS27 1
OR2G3 0
ASCL4 0
BCAR1 1
WBP5 1
LYNX1 0
SH3PXD2A 1
CD79A 0
EIF3CL 0
CPXCR1 0
NAPEPLD 0
OR2M3 0
MAPK12 1
FBXO9 1
FBXO39 0
DDX43 0
GJB5 0
PILRA 0
ICOSLG 0
FABP4 1
HEPH 1
UTRN 1
RPL6 1
MYF6 0
TOP3A 0
JARID2 0
C5orf52 0
LYST 0
TSSK4 0
CTR9 0
PTGES3 1
MICALCL 0
ZNRF1 0
HOXB3 0
EML4 0
GDA 0
KBTBD7 0
IL18R1 0
ARF3 1
GPR97 0
TOMM5 1
CEP97 1
CARD17 0
C17orf100 0
RBM48 0
GDPD3 0
ST6GALNAC5 0
VHL 0
BCAP31 1
HRH2 0
TTC36 0
LHFPL4 0
GPR150 0
TUBGCP6 0
CRYBB3 0
LOH12CR1 0
MAP3K9 0
C19orf10 1
CCDC13 1
GPR113 0
CDCA3 1
DLGAP5 1
MARCO 0
GIMAP1 0
TAL2 0
ZNF543 1
GALP 0
FAM188B 0
CLEC12B 0
ETV5 1
BCS1L 1
CD1A 0
C1QL4 0
VPS13B 0
DCP1B 1
LOC650293 1
ABCB8 1
RAB23 1
RPL38 1
PEX2 1
METRNL 1
GNPDA2 1
CXorf51B 0
OR2A1 0
OR6B2 0
TMEM141 1
DCAF6 0
FAAH 0
PLA2G4D 0
ZNF804B 0
MDK 0
GYG2 0
GGNBP2 1
TMEM105 0
DLL1 0
KCNE2 0
SASH3 0
MMP28 0
RUNDC1 0
ACSS3 1
ARFGAP3 1
MATN1 0
USP24 0
GRAP2 0
CLEC9A 0
VPS37C 1
ALDH18A1 0
BARX2 0
OR2W3 0
C18orf26 0
HOXA10 1
MLANA 0
GABRG2 0
SNX18 1
OR8U8 0
ACACB 0
NAF1 0
EDARADD 0
LPIN1 1
SLC13A3 1
IL13RA2 0
EBLN2 1
CCL4 0
FAM75A6 0
FBXW7 0
OR5P3 0
MLLT4 1
ZFX 1
DTNA 1
GIPC2 0
ZRANB2 1
PRDX5 1
GPR182 0
KRTAP4-7 0
MAPK10 0
LYSMD1 0
CACNB4 0
HTR3A 0
CLLU1OS 0
IRX1 1
CBFA2T2 0
PRAMEF22 0
RIT1 1
TNFRSF1A 1
TMEM44 1
FAM71A 0
C17orf39 1
SLC25A17 1
HLA-DOB 0
CCL19 0
CX3CL1 0
LOC100130301 0
UROS 0
MEFV 0
LOC643802 0
PTK7 0
HSFY2 0
ADSL 1
TUBB2A 0
C11orf42 0
ZNF879 0
C18orf56 1
FAM180B 0
CENPV 0
OR5AK2 0
GNAI2 1
USPL1 1
RDH8 0
DEFB113 0
ZBED5 1
TRIM24 0
AFM 0
LAMB1 0
FMR1NB 0
RHBDD1 0
STARD5 1
MTMR3 0
MOSPD2 0
UBL4B 0
VAV2 0
TEAD3 1
C12orf10 0
IGLL5 0
CNGA3 0
CLTC 1
SFXN3 1
BYSL 1
MRPL22 1
CDH9 0
LRRC59 0
MS4A2 0
ALOX15B 0
GPRASP1 0
IGSF8 0
CSF2 1
CCNB1 1
SCGB1C1 0
HCK 0
SRD5A1 1
NDUFB1 1
CDC20B 0
USP11 1
C15orf44 1
CRTC2 1
C20orf160 0
MYH3 0
C7orf45 0
MARCH7 1
C17orf80 0
FAM214B 0
PTPN9 0
ATF3 1
CHRM1 0
PKN1 1
CCDC154 0
EVX2 0
C2orf84 1
BCAT1 1
SLC2A13 0
SLC46A1 1
EXOC6B 0
FGF12 0
FYTTD1 1
TWIST2 1
TM4SF5 0
OR4X2 0
FAM46A 0
RRAGA 1
PYGO2 0
OR13C9 0
VAMP1 0
GPR158 0
ABHD5 1
FXYD7 0
HLA-B 0
ATOH8 0
ERBB4 0
TMBIM4 1
ZFAND4 0
NDUFS1 1
RER1 1
SPRR4 0
COQ7 0
KLHL31 0
DR1 1
CUL2 0
NDUFA8 1
RTP1 0
VWCE 1
NEUROG1 0
ANKRA2 1
IL8 1
FLJ45513 1
PIWIL2 0
RYR3 0
FAM195A 0
ELF4 1
CHD2 0
PAPPA2 0
LOC339862 0
LTBP2 1
C16orf96 0
ZNF672 0
OR5B3 0
STX11 0
USO1 1
CDKN2A 0
SLC16A12 0
ANO7 0
TNFRSF10A 0
TTC27 1
FAM125A 1
BRP44L 1
STK31 0
RASA1 1
GATM 0
PI4KA 1
SLX1B 1
OSMR 1
LOC154872 0
PDK1 1
NUAK1 1
GPR25 0
SPG11 0
DARS 0
RALA 0
LYPLA1 0
AOC2 0
FMN1 0
MAP3K8 0
TTPAL 1
NUCB1 0
LRRC17 0
NME7 0
NUMA1 0
C12orf34 0
OR51I1 0
RBM14-RBM4 1
ANKRD13D 0
LRMP 0
C2orf18 1
PDPN 0
HLA-DQB1 0
SEC24B 0
AK2 1
STRAP 1
MRPS6 1
LAPTM5 0
DOK4 0
HSD17B8 0
ZBTB20 0
ARHGAP4 0
ZDHHC6 1
PSKH1 0
GREB1 0
MCART2 0
RNASE12 0
PYGB 0
SLC35E2 0
KHDC1L 0
MRPS35 1
EEA1 1
ANXA9 0
TTYH3 1
TRIM16 0
NEIL3 1
ZNF157 0
ADORA2A 0
SLC16A3 1
SLC39A5 0
ABCC12 0
SLC17A6 0
VPS13A 0
CSTA 0
COMMD3-BMI1 0
GRPEL2 1
FBXW8 1
TNRC6C 0
C17orf107 0
CENPH 1
COX20 1
SEC11C 0
ING2 0
C19orf18 1
PLCG2 1
NR2F2 1
FAM118B 1
SLC25A33 1
ZNF408 1
DGKI 1
NFIB 1
PGM2 1
DUSP16 1
INTS5 0
INHA 1
SRRT 0
AP5B1 0
HOXA6 0
HIST1H3G 0
VSTM5 1
PRDX6 1
DNM1L 1
GTPBP5 0
PRDM15 0
GOLGA6C 1
MCCC2 1
USP13 1
MBNL3 1
MED9 0
TRIM61 0
KLHDC5 1
TAOK3 1
ZFP57 0
RNF24 1
EFCAB7 0
ZCCHC10 1
WDR92 0
GLIS1 0
PGBD5 0
CCDC97 1
ATP6AP1 1
PCBP1 0
BAG5 1
SPHKAP 1
C2orf27A 1
C21orf33 0
UNC13D 0
NSUN2 0
RGMB 0
RAPH1 1
PGBD3 0
COL15A1 0
SOHLH2 0
CEACAM16 0
LMBR1 1
ZNF793 0
BAZ1B 0
JMJD6 0
SOD3 1
COL9A2 0
COG1 0
RUVBL2 1
TP53BP1 0
FAM167A 1
DOT1L 1
RPP21 1
FAM170B 0
MYO9A 1
KCND1 0
CRAMP1L 1
AP1S1 1
GTPBP8 1
RPH3A 0
PDGFC 1
ATP5J 1
ENTPD8 0
SLC44A3 1
SLC26A8 0
TAGLN3 0
FASLG 0
ZNF207 1
HOGA1 0
CCNE1 0
OLAH 0
CRISP1 0
GLT8D2 1
PRIC285 0
FBN3 0
IQGAP2 0
RFTN1 1
IFI44 0
ERP44 1
PHPT1 1
CHRNB1 0
CHID1 0
PODN 0
HHLA2 0
ATP6V1G3 1
DBNDD2 0
MAD2L2 0
IL22RA1 0
IL1F10 0
FSTL1 1
TMEM196 0
C1orf116 0
GPC5 1
RBBP5 0
PTCH2 0
VTI1A 1
RB1 1
CPB2 0
TMEM170B 1
FOXP1 0
LOC646627 0
RASGRF2 1
PHLDB2 1
ZNF599 0
C12orf54 0
RNF26 1
LGR4 0
RXFP4 0
CCDC127 1
MYSM1 1
VKORC1L1 0
S100A8 0
PRKAR2B 1
SLCO4C1 0
C14orf102 1
TEX26 0
GNL3 1
BPIFA1 0
F8 0
OR10H2 0
ZER1 0
KRT3 0
THAP5 0
OR4C12 0
AHI1 0
CSAG3 0
BCL11B 0
ATP6AP2 0
ATP6V1D 1
ALOX12 1
PSG6 1
PLS3 1
IVNS1ABP 0
GJC2 0
GADD45G 0
C20orf24 1
SAV1 1
GADL1 0
GTPBP10 1
SLC24A3 1
MAEA 0
E2F1 0
FZD8 0
CYP2W1 0
LOC100289561 0
TPD52 0
QPRT 0
AKAP14 0
VAV3 0
INTS12 1
EPDR1 0
UBL5 1
TERT 0
CTTN 1
PLEKHA4 0
OR5B2 0
GPD2 1
ADAMTS6 0
ATRIP 1
GPR152 0
CELF2 0
SLC38A11 0
SERPINF1 1
BCL2L15 0
MRPL30 0
C20orf166 0
AAAS 0
DACT2 0
POLR2J2 1
FUT11 0
ITIH5 0
MVK 0
GSG2 0
TBC1D9B 1
SGOL1 1
FBXW2 0
RASSF9 0
ZNF276 0
LOC200726 0
C20orf94 0
REEP4 1
EFNA1 0
ELN 1
NLRP1 0
CD5L 0
OR51D1 0
BTN2A2 0
MAK16 1
PTPRT 0
ZNF768 1
ENPP6 0
MAGI2 0
GAD2 0
C11orf87 0
RAB9A 1
FAM55D 0
TMEM33 1
OSBP2 1
APRT 1
ANKRD39 0
RAE1 0
MNX1 0
RBBP7 0
TMEM132D 0
FUT5 0
MBD3 0
FCGR2C 0
EEF1B2 1
OPRK1 0
SLC7A14 1
BAHD1 0
TIMM17B 1
STIL 0
XG 0
CIR1 0
TNN 0
RAB10 1
NUP214 0
GCNT4 0
CNNM2 0
OR13H1 0
POU6F2 0
TSPAN14 0
TMEM218 0
MKI67IP 1
FRMD6 1
SLC16A11 0
SYT12 0
P2RX5 1
ZNF142 0
C3orf67 0
OR8B4 0
UCKL1 1
CYP2E1 0
TMPRSS3 0
ZNF532 1
CAMSAP2 0
FAM71F2 0
NKAP 0
DEFA4 0
PLAGL1 1
LSM1 1
DEM1 1
LRP3 0
KIAA1755 1
OR11H6 0
PNPLA6 1
USP14 1
KPNB1 1
RORB 0
ARMC9 0
SMARCA5 0
ZC3H15 1
IFI27 0
ITGA4 1
JPH1 0
ZNF771 0
NAIP 0
MST1 1
BSX 0
CASC4 0
PSMB10 0
MLL 1
PTPN6 0
TMEM88 0
TSHB 0
GABRB2 0
CAP1 1
CACNB1 1
INTS3 1
C2orf49 1
ANKRD13C 0
ASB7 0
SPRY1 0
LACTB2 1
ZNF280D 0
NFIA 1
L1TD1 1
EYA4 1
EXOSC7 1
CDR2 0
HPX 1
FCAMR 0
TMEM26 0
SYPL2 1
HOXA3 0
TFAP2C 1
CNTLN 1
RBM27 0
DGKA 1
PIKFYVE 0
DBF4B 0
